SN,x,y,species,code,dia_cm,height_m,class
32620,306133,3037730,Shorea robusta,,98,26,4
32621,306989,3037587,Terminalia alata,,69,27,1
32622,306755,3038047,Trewia nudiflora,,46,22,4
32623,306848,3037982,Tsuga spp,,90,17,4
32624,306512,3038357,Terai spp,,17,24,2
32625,306446,3037735,Hill spp,,25,30,2
32626,306616,3037521,Abies spp,,29,23,3
32627,306745,3037808,Acacia catechu,,73,15,1
32628,306113,3036980,Adina cardifolia,,10,18,2
32629,306943,3037715,Albizia spp,,87,17,3
32630,306063,3036939,Alnus nepalensis,,74,24,2
32631,306589,3038409,Anogeissus latifolia,,22,24,4
32632,306351,3037567,Bombax ceiba,,88,23,3
32633,306723,3038283,Cedrela toona,,51,17,4
32634,306330,3037375,Dalbergia sissoo,,38,20,1
32635,306808,3037399,Eugenia Jambolana,,90,21,2
32636,306375,3037344,Hymenodictyon excelsum,,51,18,2
32637,306403,3037083,Lagerstroemia parviflora,,21,17,2
32638,306002,3036965,Michelia champaca,,25,26,4
32639,306598,3037655,Pinus roxburghii,,66,16,3
32640,306963,3037731,Pinus wallichiana,,14,17,2
32641,306044,3036731,Quercus spp,,23,16,3
32642,306446,3037136,Schima wallichii,,27,15,1
32643,306969,3037030,Shorea robusta,,65,18,2
32644,306081,3037260,Terminalia alata,,36,19,4
32645,306251,3037289,Trewia nudiflora,,12,21,4
32646,306596,3037181,Tsuga spp,,100,20,2
32647,306522,3038123,Terai spp,,86,23,2
32648,306613,3037720,Hill spp,,75,26,4
32649,306866,3037410,Abies spp,,93,22,4
32650,306633,3037364,Acacia catechu,,36,26,2
32651,306894,3037125,Adina cardifolia,,65,20,3
32652,306476,3038041,Albizia spp,,70,27,1
32653,305928,3036449,Alnus nepalensis,,91,28,4
32654,306992,3037078,Anogeissus latifolia,,73,17,2
32655,305944,3036468,Bombax ceiba,,78,23,4
32656,306540,3037083,Cedrela toona,,40,15,4
32657,306636,3037786,Abies spp,,17,30,4
32658,306120,3036895,Acacia catechu,,85,29,3
32659,306150,3037036,Adina cardifolia,,85,28,1
32660,307070,3037409,Albizia spp,,35,21,2
32661,306530,3037956,Alnus nepalensis,,26,25,4
32662,306428,3037456,Anogeissus latifolia,,46,29,2
32663,306076,3037403,Bombax ceiba,,79,23,2
32664,306331,3037660,Cedrela toona,,67,16,2
32665,306920,3037666,Dalbergia sissoo,,38,16,2
32666,306503,3037071,Eugenia Jambolana,,70,19,4
32667,306379,3037085,Hymenodictyon excelsum,,78,23,4
32668,306934,3037387,Lagerstroemia parviflora,,33,20,3
32669,306159,3036874,Michelia champaca,,31,27,2
32670,306708,3037820,Pinus roxburghii,,94,25,3
32671,307046,3037352,Pinus wallichiana,,49,30,3
32672,306829,3037404,Quercus spp,,10,30,2
32673,306257,3036996,Schima wallichii,,93,30,1
32674,306172,3037592,Shorea robusta,,72,26,3
32675,306358,3037403,Terminalia alata,,49,27,4
32676,306469,3037348,Trewia nudiflora,,59,22,4
32677,306569,3037334,Tsuga spp,,76,29,2
32678,306138,3037322,Terai spp,,43,29,4
32679,306789,3037482,Hill spp,,13,22,1
32680,306490,3037195,Abies spp,,42,17,4
32681,306016,3037312,Acacia catechu,,80,21,4
32682,306736,3037032,Adina cardifolia,,90,26,2
32683,306606,3037593,Albizia spp,,45,24,1
32684,306376,3037858,Alnus nepalensis,,47,18,3
32685,306826,3037762,Anogeissus latifolia,,58,19,2
32686,306884,3037542,Bombax ceiba,,40,15,1
32687,306975,3037494,Cedrela toona,,49,23,1
32688,306727,3037053,Dalbergia sissoo,,41,30,2
32689,306442,3037967,Eugenia Jambolana,,89,29,1
32690,305981,3036767,Hymenodictyon excelsum,,72,23,2
32691,306096,3037184,Lagerstroemia parviflora,,78,15,2
32692,306326,3037069,Michelia champaca,,69,28,4
32693,306347,3037421,Pinus roxburghii,,39,25,2
32694,307034,3037316,Pinus wallichiana,,63,16,3
32695,306125,3037198,Quercus spp,,55,25,4
32696,306679,3037370,Schima wallichii,,86,29,3
32697,306283,3037206,Shorea robusta,,89,23,4
32698,306105,3037243,Terminalia alata,,65,28,1
32699,306229,3037095,Trewia nudiflora,,27,18,2
32700,306138,3037227,Tsuga spp,,10,16,2
32701,306617,3037478,Terai spp,,42,23,4
32702,306986,3037132,Hill spp,,98,19,2
32703,306773,3037068,Abies spp,,90,27,1
32704,306488,3037494,Acacia catechu,,75,21,2
32705,306628,3038377,Adina cardifolia,,27,17,4
32706,306573,3038411,Albizia spp,,28,29,2
32707,306744,3038156,Alnus nepalensis,,43,18,3
32708,306760,3037132,Anogeissus latifolia,,90,28,2
32709,306160,3037041,Bombax ceiba,,53,28,2
32710,306600,3038034,Cedrela toona,,55,18,3
32711,306203,3037462,Abies spp,,51,23,3
32712,306366,3037167,Acacia catechu,,58,30,3
32713,306430,3037076,Adina cardifolia,,88,30,2
32714,306462,3037734,Albizia spp,,10,24,1
32715,305915,3036739,Alnus nepalensis,,77,27,4
32716,305891,3036431,Anogeissus latifolia,,27,25,1
32717,307065,3037336,Bombax ceiba,,48,19,1
32718,305984,3036537,Cedrela toona,,49,27,1
32719,306937,3037745,Dalbergia sissoo,,67,24,1
32720,306778,3037414,Eugenia Jambolana,,35,27,2
32721,306106,3037442,Hymenodictyon excelsum,,96,15,3
32722,305985,3036520,Lagerstroemia parviflora,,47,26,3
32723,306873,3037303,Michelia champaca,,53,27,1
32724,306446,3037086,Pinus roxburghii,,46,28,2
32725,306298,3037871,Pinus wallichiana,,81,28,3
32726,306565,3037375,Quercus spp,,70,28,3
32727,305956,3036625,Schima wallichii,,28,29,4
32728,306766,3038195,Shorea robusta,,89,30,2
32729,306703,3037800,Terminalia alata,,33,29,3
32730,305965,3036937,Trewia nudiflora,,68,29,3
32731,306308,3037820,Tsuga spp,,84,27,1
32732,306919,3037288,Terai spp,,29,26,2
32733,306330,3037320,Hill spp,,85,24,2
32734,306922,3037055,Abies spp,,68,28,3
32735,306084,3037482,Acacia catechu,,20,16,2
32736,306346,3037811,Adina cardifolia,,78,25,3
32737,306785,3037566,Albizia spp,,57,28,1
32738,306823,3037396,Alnus nepalensis,,18,22,4
32739,306041,3037412,Anogeissus latifolia,,89,30,2
32740,306187,3037124,Bombax ceiba,,87,25,4
32741,306766,3038079,Cedrela toona,,98,15,4
32742,306257,3037978,Dalbergia sissoo,,41,17,1
32743,306136,3037790,Eugenia Jambolana,,64,15,1
32744,306024,3037160,Hymenodictyon excelsum,,70,28,2
32745,306446,3037500,Lagerstroemia parviflora,,22,15,2
32746,306503,3037796,Michelia champaca,,70,29,1
32747,306076,3037543,Pinus roxburghii,,38,26,1
32748,306560,3037251,Pinus wallichiana,,92,17,2
32749,306289,3037243,Quercus spp,,21,21,2
32750,306517,3037335,Schima wallichii,,23,19,4
32751,306653,3038004,Shorea robusta,,21,19,3
32752,306980,3037071,Terminalia alata,,97,21,1
32753,306855,3037038,Trewia nudiflora,,97,16,4
32754,306964,3037491,Tsuga spp,,14,27,3
32755,306440,3037074,Terai spp,,25,17,1
32756,306694,3037944,Hill spp,,60,25,3
32757,306472,3037063,Abies spp,,37,25,2
32758,306723,3037941,Acacia catechu,,64,28,2
32759,306406,3037587,Adina cardifolia,,92,28,2
32760,306633,3038025,Albizia spp,,18,18,1
32761,306961,3037249,Alnus nepalensis,,47,16,1
32762,306106,3037504,Anogeissus latifolia,,63,25,1
32763,306630,3038336,Bombax ceiba,,31,17,1
32764,306212,3036959,Cedrela toona,,71,30,3
32765,306227,3036926,Abies spp,,60,23,4
32766,306804,3037904,Acacia catechu,,14,15,1
32767,307010,3037424,Adina cardifolia,,35,22,4
32768,306345,3037598,Albizia spp,,99,28,3
32769,306164,3037395,Alnus nepalensis,,27,15,4
32770,306533,3037128,Anogeissus latifolia,,25,26,2
32771,306864,3037144,Bombax ceiba,,92,21,4
32772,306499,3037460,Abies spp,,74,16,2
32773,306860,3037739,Acacia catechu,,79,30,3
32774,306522,3038285,Adina cardifolia,,51,21,4
32775,305972,3036640,Albizia spp,,77,23,2
32776,306984,3037662,Alnus nepalensis,,16,21,1
32777,306561,3037855,Anogeissus latifolia,,67,17,3
32778,306088,3037189,Bombax ceiba,,92,29,4
32779,306050,3037389,Cedrela toona,,61,27,1
32780,306984,3037119,Dalbergia sissoo,,98,20,4
32781,306607,3038010,Eugenia Jambolana,,84,30,3
32782,306158,3037756,Hymenodictyon excelsum,,27,25,2
32783,306090,3037540,Lagerstroemia parviflora,,70,26,2
32784,306639,3037492,Michelia champaca,,33,18,1
32785,306087,3036746,Pinus roxburghii,,19,15,2
32786,306762,3037115,Pinus wallichiana,,52,30,4
32787,306908,3037250,Quercus spp,,62,23,4
32788,306978,3037058,Schima wallichii,,39,16,3
32789,306345,3037077,Shorea robusta,,44,20,2
32790,306018,3037335,Terminalia alata,,27,20,2
32791,306177,3037604,Trewia nudiflora,,59,25,4
32792,306335,3037130,Tsuga spp,,10,16,1
32793,306606,3037411,Terai spp,,80,24,4
32794,306601,3037775,Hill spp,,74,15,4
32795,306909,3037791,Abies spp,,37,27,1
32796,306153,3036998,Acacia catechu,,83,23,4
32797,306840,3037079,Adina cardifolia,,36,21,3
32798,306422,3037063,Albizia spp,,92,17,1
32799,306558,3037378,Alnus nepalensis,,97,24,3
32800,306755,3038191,Anogeissus latifolia,,50,22,3
32801,306124,3037695,Bombax ceiba,,94,19,3
32802,306129,3037374,Cedrela toona,,14,25,4
32803,306290,3037116,Dalbergia sissoo,,26,28,2
32804,306255,3037295,Eugenia Jambolana,,82,23,1
32805,306838,3037136,Hymenodictyon excelsum,,16,16,4
32806,306475,3037166,Lagerstroemia parviflora,,74,23,3
32807,306453,3037211,Michelia champaca,,32,21,2
32808,306356,3037229,Pinus roxburghii,,49,24,2
32809,306682,3038323,Pinus wallichiana,,25,19,1
32810,305912,3036389,Quercus spp,,86,26,1
32811,306864,3037499,Schima wallichii,,83,20,2
32812,306714,3038167,Shorea robusta,,66,19,4
32813,305968,3036999,Terminalia alata,,11,23,1
32814,306465,3037114,Trewia nudiflora,,57,19,4
32815,306098,3037124,Tsuga spp,,16,29,4
32816,306894,3037315,Terai spp,,19,27,3
32817,306772,3037240,Hill spp,,57,23,1
32818,306326,3038115,Abies spp,,72,21,4
32819,306809,3037780,Acacia catechu,,68,20,2
32820,307046,3037615,Adina cardifolia,,10,28,1
32821,306608,3037245,Albizia spp,,26,16,1
32822,306836,3037572,Alnus nepalensis,,33,23,1
32823,306717,3037965,Anogeissus latifolia,,15,27,3
32824,306813,3037296,Bombax ceiba,,73,26,2
32825,306312,3037263,Cedrela toona,,84,21,4
32826,306552,3038450,Abies spp,,24,30,4
32827,306559,3037772,Acacia catechu,,82,20,1
32828,306898,3037250,Adina cardifolia,,21,28,3
32829,306380,3038044,Albizia spp,,43,23,3
32830,306336,3037746,Alnus nepalensis,,11,28,2
32831,306617,3037161,Anogeissus latifolia,,85,19,2
32832,306146,3037795,Bombax ceiba,,90,24,1
32833,306315,3038016,Cedrela toona,,88,17,3
32834,306765,3037590,Dalbergia sissoo,,35,23,1
32835,306762,3037842,Eugenia Jambolana,,28,28,1
32836,306718,3037965,Hymenodictyon excelsum,,91,24,2
32837,306980,3037607,Lagerstroemia parviflora,,94,17,4
32838,306149,3036971,Michelia champaca,,58,26,4
32839,306952,3037488,Pinus roxburghii,,99,15,4
32840,306669,3038075,Pinus wallichiana,,91,29,4
32841,306429,3038272,Quercus spp,,46,25,4
32842,306043,3036693,Schima wallichii,,84,15,4
32843,306049,3037277,Shorea robusta,,92,26,2
32844,306496,3037885,Terminalia alata,,75,24,2
32845,305965,3036779,Trewia nudiflora,,88,26,1
32846,306726,3037725,Tsuga spp,,35,17,2
32847,306329,3038071,Terai spp,,78,28,3
32848,306959,3037237,Hill spp,,48,19,3
32849,306109,3037027,Abies spp,,33,29,2
32850,306315,3037999,Acacia catechu,,17,21,3
32851,306647,3037546,Adina cardifolia,,91,25,2
32852,306945,3037484,Albizia spp,,97,20,4
32853,306420,3038083,Alnus nepalensis,,64,23,4
32854,306448,3037248,Anogeissus latifolia,,78,25,2
32855,306029,3036921,Bombax ceiba,,71,25,3
32856,306328,3037104,Cedrela toona,,73,15,4
32857,306821,3037756,Dalbergia sissoo,,60,28,4
32858,306320,3037136,Eugenia Jambolana,,55,17,4
32859,306572,3038296,Hymenodictyon excelsum,,68,19,3
32860,306611,3037381,Lagerstroemia parviflora,,46,19,1
32861,306129,3037646,Michelia champaca,,82,29,3
32862,306870,3037521,Pinus roxburghii,,36,27,2
32863,306536,3037977,Pinus wallichiana,,78,26,2
32864,306353,3038057,Quercus spp,,69,22,2
32865,306265,3037243,Schima wallichii,,14,29,4
32866,305923,3036410,Shorea robusta,,26,28,3
32867,306655,3037856,Terminalia alata,,65,18,2
32868,306459,3037244,Trewia nudiflora,,96,27,3
32869,306374,3037424,Tsuga spp,,52,30,3
32870,306634,3037274,Terai spp,,40,19,1
32871,306698,3038250,Hill spp,,38,26,4
32872,306052,3037090,Abies spp,,63,15,2
32873,306473,3038092,Acacia catechu,,89,18,2
32874,306575,3038360,Adina cardifolia,,26,20,3
32875,306325,3037677,Albizia spp,,77,25,3
32876,306537,3037441,Alnus nepalensis,,93,28,1
32877,306256,3037736,Anogeissus latifolia,,85,28,2
32878,306413,3037272,Bombax ceiba,,82,18,1
32879,306582,3038245,Cedrela toona,,71,30,3
32880,306755,3037615,Abies spp,,29,26,3
32881,306551,3037315,Acacia catechu,,73,26,4
32882,306487,3037665,Adina cardifolia,,29,30,2
32883,306228,3037081,Albizia spp,,76,25,4
32884,306720,3037922,Alnus nepalensis,,88,25,4
32885,306210,3037684,Anogeissus latifolia,,24,18,4
32886,306118,3037465,Bombax ceiba,,75,17,4
32887,306969,3037114,Cedrela toona,,43,23,1
32888,306173,3037006,Dalbergia sissoo,,38,23,4
32889,306194,3037671,Eugenia Jambolana,,99,22,3
32890,305953,3036625,Hymenodictyon excelsum,,21,19,4
32891,306452,3037692,Lagerstroemia parviflora,,85,17,1
32892,306197,3037343,Michelia champaca,,73,28,2
32893,306067,3036774,Pinus roxburghii,,44,20,1
32894,306794,3037502,Pinus wallichiana,,40,19,3
32895,306405,3038165,Quercus spp,,58,19,4
32896,306417,3037622,Schima wallichii,,18,18,1
32897,306291,3037293,Shorea robusta,,92,19,2
32898,306498,3037202,Terminalia alata,,34,29,4
32899,306106,3037137,Trewia nudiflora,,61,27,3
32900,306513,3037633,Tsuga spp,,57,22,3
32901,305950,3036463,Terai spp,,54,26,1
32902,305959,3036916,Hill spp,,13,25,1
32903,306770,3037839,Abies spp,,18,25,1
32904,306407,3037155,Acacia catechu,,73,16,2
32905,306902,3037808,Adina cardifolia,,68,20,2
32906,306437,3037324,Albizia spp,,17,28,3
32907,306101,3036966,Alnus nepalensis,,57,26,2
32908,306550,3037621,Anogeissus latifolia,,27,18,4
32909,307069,3037562,Bombax ceiba,,57,25,4
32910,306206,3037672,Cedrela toona,,67,19,3
32911,306152,3037111,Dalbergia sissoo,,92,29,3
32912,306823,3037970,Eugenia Jambolana,,85,27,4
32913,306689,3037639,Hymenodictyon excelsum,,27,28,1
32914,306221,3036865,Lagerstroemia parviflora,,43,17,4
32915,306341,3037840,Michelia champaca,,36,20,4
32916,305951,3036593,Pinus roxburghii,,46,26,1
32917,306443,3037173,Pinus wallichiana,,47,20,3
32918,306045,3037219,Quercus spp,,42,27,2
32919,306435,3037074,Schima wallichii,,95,26,4
32920,306760,3037769,Shorea robusta,,65,16,2
32921,306047,3037290,Terminalia alata,,99,20,1
32922,306736,3038205,Trewia nudiflora,,52,25,4
32923,306474,3037392,Tsuga spp,,53,19,2
32924,306565,3037082,Terai spp,,49,19,1
32925,306864,3037412,Hill spp,,52,22,4
32926,306446,3037671,Abies spp,,88,28,4
32927,306435,3037551,Acacia catechu,,17,18,3
32928,306186,3037066,Adina cardifolia,,97,22,1
32929,307074,3037438,Albizia spp,,23,29,1
32930,306121,3037086,Alnus nepalensis,,65,16,4
32931,306667,3037795,Anogeissus latifolia,,32,16,2
32932,306528,3037916,Bombax ceiba,,72,25,1
32933,306082,3036692,Cedrela toona,,47,23,4
32934,306891,3037167,Abies spp,,85,27,3
32935,306365,3037858,Acacia catechu,,30,26,1
32936,306325,3037411,Adina cardifolia,,16,20,3
32937,306091,3036930,Albizia spp,,70,17,3
32938,306543,3038232,Alnus nepalensis,,47,24,2
32939,306136,3037588,Anogeissus latifolia,,69,16,3
32940,306164,3036985,Bombax ceiba,,26,21,2
32941,306182,3037342,Cedrela toona,,49,20,3
32942,306828,3037728,Dalbergia sissoo,,37,29,2
32943,306686,3037407,Eugenia Jambolana,,82,22,1
32944,306747,3037167,Hymenodictyon excelsum,,94,26,4
32945,306504,3037539,Lagerstroemia parviflora,,63,15,3
32946,306965,3037268,Michelia champaca,,33,22,4
32947,306747,3038119,Pinus roxburghii,,36,26,2
32948,306735,3037890,Pinus wallichiana,,70,17,4
32949,306677,3038220,Quercus spp,,14,15,3
32950,306382,3037550,Schima wallichii,,13,24,3
32951,306708,3037374,Shorea robusta,,35,28,4
32952,306410,3037566,Terminalia alata,,40,19,4
32953,306699,3038077,Trewia nudiflora,,72,25,2
32954,306131,3037183,Tsuga spp,,92,22,1
32955,306484,3037966,Terai spp,,18,29,3
32956,306829,3037051,Hill spp,,12,28,2
32957,306559,3037255,Abies spp,,75,19,4
32958,306334,3037412,Acacia catechu,,10,29,2
32959,306974,3037439,Adina cardifolia,,36,17,1
32960,306779,3037177,Albizia spp,,92,17,1
32961,306754,3037358,Abies spp,,39,24,1
32962,306433,3037559,Acacia catechu,,51,20,4
32963,306221,3036945,Adina cardifolia,,34,26,1
32964,306043,3036658,Albizia spp,,54,22,4
32965,306491,3037136,Alnus nepalensis,,73,16,3
32966,306413,3038251,Anogeissus latifolia,,25,25,1
32967,306054,3037171,Bombax ceiba,,67,24,4
32968,306390,3037202,Cedrela toona,,18,30,4
32969,306089,3037178,Dalbergia sissoo,,99,27,3
32970,306661,3037157,Eugenia Jambolana,,28,26,4
32971,306135,3037097,Hymenodictyon excelsum,,87,22,4
32972,306882,3037716,Lagerstroemia parviflora,,28,17,4
32973,306353,3037540,Michelia champaca,,77,28,3
32974,306117,3037053,Pinus roxburghii,,85,30,4
32975,306166,3037229,Pinus wallichiana,,38,16,1
32976,306308,3037221,Quercus spp,,87,16,4
32977,306604,3037624,Schima wallichii,,69,21,4
32978,307001,3037597,Shorea robusta,,86,22,1
32979,307059,3037624,Terminalia alata,,48,28,4
32980,306029,3036837,Trewia nudiflora,,22,22,4
32981,306210,3037338,Tsuga spp,,35,30,4
32982,306455,3037294,Terai spp,,64,30,1
32983,306009,3036606,Hill spp,,25,30,3
32984,306741,3037738,Abies spp,,80,24,2
32985,306505,3038181,Acacia catechu,,96,23,3
32986,306476,3037773,Adina cardifolia,,56,30,3
32987,306223,3036985,Albizia spp,,24,28,4
32988,306978,3037052,Alnus nepalensis,,79,29,3
32989,306190,3036947,Anogeissus latifolia,,35,22,4
32990,306368,3037817,Bombax ceiba,,32,29,4
32991,306051,3037180,Cedrela toona,,86,24,4
32992,306187,3037341,Dalbergia sissoo,,26,22,4
32993,306822,3037560,Eugenia Jambolana,,24,22,3
32994,306761,3037725,Hymenodictyon excelsum,,66,28,1
32995,306387,3037543,Lagerstroemia parviflora,,97,18,4
32996,306538,3038315,Michelia champaca,,94,17,1
32997,306566,3037657,Pinus roxburghii,,46,18,3
32998,306914,3037685,Pinus wallichiana,,84,21,4
32999,306491,3037922,Quercus spp,,10,19,2
33000,306497,3037723,Schima wallichii,,53,27,4
33001,306139,3037492,Shorea robusta,,51,27,3
33002,306568,3038444,Terminalia alata,,51,24,2
33003,306119,3037712,Trewia nudiflora,,90,28,3
33004,306152,3037170,Tsuga spp,,54,26,3
33005,306419,3038037,Terai spp,,96,22,3
33006,306430,3037436,Hill spp,,25,15,4
33007,306786,3037153,Abies spp,,56,30,4
33008,306646,3037535,Acacia catechu,,76,23,2
33009,306080,3036952,Adina cardifolia,,93,19,2
33010,306339,3037041,Albizia spp,,45,25,4
33011,306273,3037699,Alnus nepalensis,,94,17,2
33012,306479,3037135,Anogeissus latifolia,,80,29,2
33013,306713,3037138,Bombax ceiba,,18,30,1
33014,306621,3037539,Cedrela toona,,31,21,1
33015,306119,3036940,Abies spp,,56,26,1
33016,306293,3038000,Acacia catechu,,50,22,1
33017,305992,3037041,Adina cardifolia,,98,23,2
33018,307032,3037314,Albizia spp,,31,26,4
33019,305966,3036785,Alnus nepalensis,,96,23,2
33020,306520,3038442,Anogeissus latifolia,,42,15,1
33021,306333,3037729,Bombax ceiba,,57,18,2
33022,306265,3037182,Cedrela toona,,34,24,3
33023,306826,3037172,Dalbergia sissoo,,77,19,2
33024,306545,3038276,Eugenia Jambolana,,85,19,3
33025,306891,3037656,Hymenodictyon excelsum,,26,23,4
33026,306521,3037478,Lagerstroemia parviflora,,67,28,3
33027,306280,3037429,Michelia champaca,,69,22,3
33028,305905,3036483,Pinus roxburghii,,96,19,3
33029,306256,3037412,Pinus wallichiana,,71,25,4
33030,306768,3038128,Quercus spp,,56,17,3
33031,306531,3037230,Schima wallichii,,27,21,1
33032,306538,3037716,Shorea robusta,,70,28,4
33033,306706,3038105,Terminalia alata,,63,17,3
33034,306031,3036867,Trewia nudiflora,,57,28,4
33035,306742,3037713,Tsuga spp,,86,20,2
33036,306067,3037246,Terai spp,,67,16,2
33037,306292,3038014,Hill spp,,60,17,1
33038,306852,3037645,Abies spp,,25,20,3
33039,306141,3037705,Acacia catechu,,38,15,3
33040,306860,3037076,Adina cardifolia,,86,17,2
33041,305976,3036762,Albizia spp,,60,15,1
33042,306119,3037765,Alnus nepalensis,,68,16,1
33043,306510,3037699,Anogeissus latifolia,,73,30,4
33044,306344,3037639,Bombax ceiba,,92,18,1
33045,306635,3038193,Cedrela toona,,62,19,1
33046,306112,3037179,Dalbergia sissoo,,39,21,2
33047,306910,3037900,Eugenia Jambolana,,33,25,1
33048,306816,3037066,Hymenodictyon excelsum,,78,23,1
33049,306521,3038159,Lagerstroemia parviflora,,81,28,1
33050,306344,3037835,Michelia champaca,,22,15,4
33051,306638,3038090,Pinus roxburghii,,68,18,2
33052,306931,3037630,Pinus wallichiana,,31,29,2
33053,306069,3036843,Quercus spp,,22,17,3
33054,306612,3037104,Schima wallichii,,72,16,4
33055,306491,3037195,Shorea robusta,,45,20,2
33056,306493,3038303,Terminalia alata,,48,29,3
33057,306609,3037855,Trewia nudiflora,,46,27,4
33058,306831,3037311,Tsuga spp,,15,17,1
33059,306451,3037128,Terai spp,,55,15,4
33060,306524,3037277,Hill spp,,89,17,2
33061,306522,3037336,Abies spp,,46,23,4
33062,306980,3037340,Acacia catechu,,31,27,2
33063,306378,3037676,Adina cardifolia,,94,24,1
33064,306303,3037467,Albizia spp,,40,30,4
33065,306333,3037974,Alnus nepalensis,,90,23,2
33066,306901,3037583,Anogeissus latifolia,,18,19,1
33067,306089,3037336,Bombax ceiba,,83,16,4
33068,306455,3037040,Cedrela toona,,57,21,2
33069,305957,3036622,Abies spp,,12,16,3
33070,306725,3037047,Acacia catechu,,36,28,3
33071,306763,3037858,Adina cardifolia,,86,24,2
33072,306183,3037245,Albizia spp,,60,29,4
33073,307069,3037454,Alnus nepalensis,,26,21,2
33074,306642,3038260,Anogeissus latifolia,,25,24,1
33075,306095,3037181,Bombax ceiba,,52,21,2
33076,306677,3038165,Cedrela toona,,80,15,1
33077,306626,3037418,Dalbergia sissoo,,89,28,1
33078,306212,3037871,Eugenia Jambolana,,49,19,3
33079,306381,3037023,Hymenodictyon excelsum,,52,19,2
33080,306976,3037161,Lagerstroemia parviflora,,20,15,1
33081,306428,3038164,Michelia champaca,,88,19,1
33082,306591,3037068,Pinus roxburghii,,26,17,4
33083,306594,3037541,Pinus wallichiana,,28,28,4
33084,306256,3036942,Quercus spp,,57,18,3
33085,306747,3038131,Schima wallichii,,55,29,1
33086,306404,3037469,Shorea robusta,,54,25,3
33087,306643,3037196,Terminalia alata,,13,19,2
33088,306552,3038449,Trewia nudiflora,,98,16,2
33089,306231,3037022,Tsuga spp,,26,18,3
33090,306395,3037702,Terai spp,,21,20,3
33091,307057,3037392,Hill spp,,57,22,1
33092,306262,3037780,Abies spp,,47,20,3
33093,306764,3037354,Acacia catechu,,64,30,1
33094,306949,3037289,Adina cardifolia,,34,16,2
33095,306654,3037672,Albizia spp,,19,20,3
33096,306958,3037694,Alnus nepalensis,,35,21,1
33097,306742,3037340,Anogeissus latifolia,,29,16,1
33098,306768,3037764,Bombax ceiba,,85,18,1
33099,306137,3036775,Cedrela toona,,51,16,3
33100,306546,3038067,Dalbergia sissoo,,92,19,2
33101,306979,3037271,Eugenia Jambolana,,16,16,2
33102,306453,3038334,Hymenodictyon excelsum,,78,25,3
33103,306728,3037969,Lagerstroemia parviflora,,60,28,1
33104,306531,3037291,Michelia champaca,,87,22,3
33105,306208,3037476,Pinus roxburghii,,16,18,1
33106,306656,3037371,Pinus wallichiana,,66,17,1
33107,306335,3037426,Quercus spp,,99,29,4
33108,306639,3037584,Schima wallichii,,15,27,2
33109,306440,3037493,Shorea robusta,,100,19,3
33110,306669,3037247,Terminalia alata,,11,20,1
33111,306736,3038171,Trewia nudiflora,,80,22,2
33112,306413,3037140,Tsuga spp,,46,21,1
33113,306479,3038302,Terai spp,,83,27,1
33114,306390,3037288,Hill spp,,53,16,4
33115,306291,3037223,Abies spp,,10,15,3
33116,306008,3036767,Acacia catechu,,61,19,1
33117,306296,3037716,Adina cardifolia,,26,22,1
33118,306695,3037403,Albizia spp,,80,25,3
33119,306806,3037712,Alnus nepalensis,,60,21,2
33120,306861,3037398,Anogeissus latifolia,,24,18,4
33121,305954,3036826,Bombax ceiba,,48,16,1
33122,305984,3036556,Cedrela toona,,94,25,2
33123,306676,3037342,Abies spp,,90,17,1
33124,306490,3037457,Acacia catechu,,81,22,2
33125,306948,3037818,Adina cardifolia,,56,24,2
33126,306351,3037893,Albizia spp,,29,23,1
33127,306086,3036978,Alnus nepalensis,,21,24,1
33128,306388,3037364,Anogeissus latifolia,,85,22,3
33129,306364,3037208,Bombax ceiba,,91,16,2
33130,307042,3037584,Cedrela toona,,64,18,1
33131,306637,3037470,Dalbergia sissoo,,15,15,4
33132,306556,3037458,Eugenia Jambolana,,82,17,2
33133,306978,3037486,Hymenodictyon excelsum,,52,28,2
33134,306022,3036736,Lagerstroemia parviflora,,60,27,4
33135,306964,3037566,Michelia champaca,,69,24,3
33136,306332,3037314,Pinus roxburghii,,87,30,4
33137,306441,3037361,Pinus wallichiana,,86,26,3
33138,306138,3037347,Quercus spp,,16,15,2
33139,306834,3037738,Schima wallichii,,12,21,3
33140,306200,3037900,Shorea robusta,,87,24,1
33141,306530,3037266,Terminalia alata,,45,22,2
33142,306399,3037121,Trewia nudiflora,,91,26,1
33143,306414,3037311,Tsuga spp,,93,29,2
33144,306324,3037459,Terai spp,,35,22,2
33145,306653,3037858,Hill spp,,19,29,1
33146,306644,3037066,Abies spp,,84,28,3
33147,306917,3037758,Acacia catechu,,61,21,2
33148,306661,3037065,Adina cardifolia,,93,29,4
33149,306052,3036842,Albizia spp,,88,22,2
33150,306443,3038177,Alnus nepalensis,,86,27,4
33151,306236,3037383,Anogeissus latifolia,,14,17,3
33152,306412,3037791,Bombax ceiba,,11,21,1
33153,306436,3037935,Cedrela toona,,24,20,3
33154,306842,3037393,Dalbergia sissoo,,85,23,3
33155,306858,3037429,Eugenia Jambolana,,71,18,4
33156,306612,3037365,Hymenodictyon excelsum,,89,27,1
33157,306051,3037342,Lagerstroemia parviflora,,28,16,2
33158,307059,3037441,Michelia champaca,,14,30,2
33159,306837,3037969,Pinus roxburghii,,66,27,3
